SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP
PAST SALE,Condo/Co-op,1202 Main St #3,Cincinnati,OH,45202
PAST SALE,Single Family Residential,1410 Elm St,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1432 Race St #102,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1213 Vine St Unit C,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1421 Race St #5,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,15 W Fourth St #411,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1 Mercer St #204,Cincinnati,OH,45202
MLS Listing,Multi-Family (2-4 Unit),1622 Pleasant St,Cincinnati,OH,45202
MLS Listing,Single Family Residential,1215 Main St,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,15 W Fourth St #414,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,18 W Thirteenth St #5,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,417 Vine St #204,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,417 Vine St #504,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,20 W Twelfth St #401,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,26 E Sixth St #502,Cincinnati,OH,45202
MLS Listing,Single Family Residential,219 Wade St,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1418 Race St #1,Cincinnati,OH,45202
MLS Listing,Single Family Residential,2017 Elm St,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,33 E Court St #305,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1432 Race St #301,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1510 Race St #7,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1510 Race St #4,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1510 Race St #6,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1510 Race St #5,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,30 E Central Pkwy #1101,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,104 W Ninth St Unit 2C,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1150 Vine St #15,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1415 Vine St #403,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,26 W Fifteenth St Unit 3F,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1150 Vine St #24,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,621 Main St Unit 5A,Cincinnati,OH,45202
MLS Listing,Single Family Residential,1120 Race St,Cincinnati,OH,45202
MLS Listing,Single Family Residential,1414 Pleasant St,Cincinnati,OH,45202
MLS Listing,Multi-Family (2-4 Unit),6 W Mcmicken Ave,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,28 W Central Pkwy #3,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,23 Mercer St #1,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,26 E Sixth St #503,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1306 Main St #3,Cincinnati,OH,45202
MLS Listing,Multi-Family (2-4 Unit),1826 Logan St,Cincinnati,OH,45202
MLS Listing,Vacant Land,217 Findlay St,Cincinnati,OH,45202
MLS Listing,Multi-Family (5+ Unit),219 Findlay St,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1202 Main St #6,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,33 E Court St #302,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,5 W Twelfth St #4,Cincinnati,OH,45202
MLS Listing,Vacant Land,1517 Republic St,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1500 Race St #2,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1514 Race St #1,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1514 Race St #2,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1514 Race St #3,Cincinnati,OH,45202
MLS Listing,Vacant Land,1518 Race St,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,5 W Twelfth St #3,Cincinnati,OH,45202
MLS Listing,Multi-Family (5+ Unit),8 W Fourth St,Cincinnati,OH,45202
MLS Listing,Condo/Co-op,1501 Vine St #303,Cincinnati,OH,45202
MLS Listing,Single Family Residential,212 W Fifteenth St,Cincinnati,OH,45202
